reg_no,dob,name,result,subjects
82221040619,01/01/2000,Student 619,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040620,01/01/2000,Student 620,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040621,01/01/2000,Student 621,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040622,01/01/2000,Student 622,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040623,01/01/2000,Student 623,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040624,01/01/2000,Student 624,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040625,01/01/2000,Student 625,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040626,01/01/2000,Student 626,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040627,01/01/2000,Student 627,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040628,01/01/2000,Student 628,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040629,01/01/2000,Student 629,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040630,01/01/2000,Student 630,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040631,01/01/2000,Student 631,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040632,01/01/2000,Student 632,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040633,01/01/2000,Student 633,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040634,01/01/2000,Student 634,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040635,01/01/2000,Student 635,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040636,01/01/2000,Student 636,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040637,01/01/2000,Student 637,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040638,01/01/2000,Student 638,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040639,01/01/2000,Student 639,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040640,01/01/2000,Student 640,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040641,01/01/2000,Student 641,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040642,01/01/2000,Student 642,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040643,01/01/2000,Student 643,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040644,01/01/2000,Student 644,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040645,01/01/2000,Student 645,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040646,01/01/2000,Student 646,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040647,01/01/2000,Student 647,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040648,01/01/2000,Student 648,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040649,01/01/2000,Student 649,FAIL,"{""CS101"":""U"",""CS102"":""B""}"
82221040650,01/01/2000,Student 650,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040651,01/01/2000,Student 651,FAIL,"{""CS101"":""U"",""CS102"":""B""}"
82221040652,01/01/2000,Student 652,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040653,01/01/2000,Student 653,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040654,01/01/2000,Student 654,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040655,01/01/2000,Student 655,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040656,01/01/2000,Student 656,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040657,01/01/2000,Student 657,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040658,01/01/2000,Student 658,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040659,01/01/2000,Student 659,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040660,01/01/2000,Student 660,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040661,01/01/2000,Student 661,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040662,01/01/2000,Student 662,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040663,01/01/2000,Student 663,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040664,01/01/2000,Student 664,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040665,01/01/2000,Student 665,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040666,01/01/2000,Student 666,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040667,01/01/2000,Student 667,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040668,01/01/2000,Student 668,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040669,01/01/2000,Student 669,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040670,01/01/2000,Student 670,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040671,01/01/2000,Student 671,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040672,01/01/2000,Student 672,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040673,01/01/2000,Student 673,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040674,01/01/2000,Student 674,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040675,01/01/2000,Student 675,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040676,01/01/2000,Student 676,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040677,01/01/2000,Student 677,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040678,01/01/2000,Student 678,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040679,01/01/2000,Student 679,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040680,01/01/2000,Student 680,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040681,01/01/2000,Student 681,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040682,01/01/2000,Student 682,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040683,01/01/2000,Student 683,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040684,01/01/2000,Student 684,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040685,01/01/2000,Student 685,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040686,01/01/2000,Student 686,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040687,01/01/2000,Student 687,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040688,01/01/2000,Student 688,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040689,01/01/2000,Student 689,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040690,01/01/2000,Student 690,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040691,01/01/2000,Student 691,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040692,01/01/2000,Student 692,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040693,01/01/2000,Student 693,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040694,01/01/2000,Student 694,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040695,01/01/2000,Student 695,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040696,01/01/2000,Student 696,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040697,01/01/2000,Student 697,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040698,01/01/2000,Student 698,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040699,01/01/2000,Student 699,PASS,"{""CS101"":""U"",""CS102"":""U""}"
82221040700,01/01/2000,Student 700,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040701,01/01/2000,Student 701,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040702,01/01/2000,Student 702,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040703,01/01/2000,Student 703,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040704,01/01/2000,Student 704,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040705,01/01/2000,Student 705,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040706,01/01/2000,Student 706,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040707,01/01/2000,Student 707,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040708,01/01/2000,Student 708,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040709,01/01/2000,Student 709,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040710,01/01/2000,Student 710,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040711,01/01/2000,Student 711,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040712,01/01/2000,Student 712,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040713,01/01/2000,Student 713,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040714,01/01/2000,Student 714,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040715,01/01/2000,Student 715,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040716,01/01/2000,Student 716,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040717,01/01/2000,Student 717,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040718,01/01/2000,Student 718,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040719,01/01/2000,Student 719,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040720,01/01/2000,Student 720,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040721,01/01/2000,Student 721,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040722,01/01/2000,Student 722,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040723,01/01/2000,Student 723,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040724,01/01/2000,Student 724,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040725,01/01/2000,Student 725,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040726,01/01/2000,Student 726,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040727,01/01/2000,Student 727,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040728,01/01/2000,Student 728,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040729,01/01/2000,Student 729,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040730,01/01/2000,Student 730,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040731,01/01/2000,Student 731,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040732,01/01/2000,Student 732,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040733,01/01/2000,Student 733,FAIL,"{""CS101"":""U"",""CS102"":""B""}"
82221040734,01/01/2000,Student 734,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040735,01/01/2000,Student 735,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040736,01/01/2000,Student 736,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040737,01/01/2000,Student 737,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040738,01/01/2000,Student 738,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040739,01/01/2000,Student 739,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040740,01/01/2000,Student 740,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040741,01/01/2000,Student 741,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040742,01/01/2000,Student 742,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040743,01/01/2000,Student 743,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040744,01/01/2000,Student 744,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040745,01/01/2000,Student 745,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040746,01/01/2000,Student 746,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040747,01/01/2000,Student 747,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040748,01/01/2000,Student 748,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040749,01/01/2000,Student 749,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040750,01/01/2000,Student 750,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040751,01/01/2000,Student 751,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040752,01/01/2000,Student 752,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040753,01/01/2000,Student 753,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040754,01/01/2000,Student 754,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040755,01/01/2000,Student 755,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040756,01/01/2000,Student 756,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040757,01/01/2000,Student 757,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040758,01/01/2000,Student 758,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040759,01/01/2000,Student 759,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040760,01/01/2000,Student 760,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040761,01/01/2000,Student 761,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040762,01/01/2000,Student 762,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040763,01/01/2000,Student 763,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040764,01/01/2000,Student 764,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040765,01/01/2000,Student 765,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040766,01/01/2000,Student 766,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040767,01/01/2000,Student 767,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040768,01/01/2000,Student 768,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040769,01/01/2000,Student 769,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040770,01/01/2000,Student 770,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040771,01/01/2000,Student 771,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040772,01/01/2000,Student 772,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040773,01/01/2000,Student 773,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040774,01/01/2000,Student 774,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040775,01/01/2000,Student 775,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040776,01/01/2000,Student 776,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040777,01/01/2000,Student 777,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040778,01/01/2000,Student 778,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040779,01/01/2000,Student 779,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040780,01/01/2000,Student 780,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040781,01/01/2000,Student 781,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040782,01/01/2000,Student 782,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040783,01/01/2000,Student 783,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040784,01/01/2000,Student 784,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040785,01/01/2000,Student 785,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040786,01/01/2000,Student 786,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040787,01/01/2000,Student 787,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040788,01/01/2000,Student 788,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040789,01/01/2000,Student 789,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040790,01/01/2000,Student 790,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040791,01/01/2000,Student 791,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040792,01/01/2000,Student 792,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040793,01/01/2000,Student 793,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040794,01/01/2000,Student 794,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040795,01/01/2000,Student 795,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040796,01/01/2000,Student 796,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040797,01/01/2000,Student 797,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040798,01/01/2000,Student 798,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040799,01/01/2000,Student 799,FAIL,"{""CS101"":""A"",""CS102"":""U""}"
82221040800,01/01/2000,Student 800,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040801,01/01/2000,Student 801,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040802,01/01/2000,Student 802,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040803,01/01/2000,Student 803,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040804,01/01/2000,Student 804,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040805,01/01/2000,Student 805,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040806,01/01/2000,Student 806,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040807,01/01/2000,Student 807,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040808,01/01/2000,Student 808,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040809,01/01/2000,Student 809,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040810,01/01/2000,Student 810,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040811,01/01/2000,Student 811,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040812,01/01/2000,Student 812,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040813,01/01/2000,Student 813,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040814,01/01/2000,Student 814,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040815,01/01/2000,Student 815,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040816,01/01/2000,Student 816,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040817,01/01/2000,Student 817,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040818,01/01/2000,Student 818,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040819,01/01/2000,Student 819,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040820,01/01/2000,Student 820,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040821,01/01/2000,Student 821,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040822,01/01/2000,Student 822,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040823,01/01/2000,Student 823,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040824,01/01/2000,Student 824,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040825,01/01/2000,Student 825,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040826,01/01/2000,Student 826,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040827,01/01/2000,Student 827,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040828,01/01/2000,Student 828,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040829,01/01/2000,Student 829,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040830,01/01/2000,Student 830,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040831,01/01/2000,Student 831,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040832,01/01/2000,Student 832,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040833,01/01/2000,Student 833,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040834,01/01/2000,Student 834,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040835,01/01/2000,Student 835,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040836,01/01/2000,Student 836,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040837,01/01/2000,Student 837,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040838,01/01/2000,Student 838,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040839,01/01/2000,Student 839,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040840,01/01/2000,Student 840,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040841,01/01/2000,Student 841,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040842,01/01/2000,Student 842,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040843,01/01/2000,Student 843,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040844,01/01/2000,Student 844,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040845,01/01/2000,Student 845,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040846,01/01/2000,Student 846,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040847,01/01/2000,Student 847,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040848,01/01/2000,Student 848,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040849,01/01/2000,Student 849,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040850,01/01/2000,Student 850,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040851,01/01/2000,Student 851,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040852,01/01/2000,Student 852,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040853,01/01/2000,Student 853,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040854,01/01/2000,Student 854,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040855,01/01/2000,Student 855,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040856,01/01/2000,Student 856,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040857,01/01/2000,Student 857,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040858,01/01/2000,Student 858,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040859,01/01/2000,Student 859,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040860,01/01/2000,Student 860,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040861,01/01/2000,Student 861,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040862,01/01/2000,Student 862,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040863,01/01/2000,Student 863,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040864,01/01/2000,Student 864,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040865,01/01/2000,Student 865,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040866,01/01/2000,Student 866,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040867,01/01/2000,Student 867,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040868,01/01/2000,Student 868,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040869,01/01/2000,Student 869,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040870,01/01/2000,Student 870,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040871,01/01/2000,Student 871,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040872,01/01/2000,Student 872,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040873,01/01/2000,Student 873,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040874,01/01/2000,Student 874,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040875,01/01/2000,Student 875,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040876,01/01/2000,Student 876,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040877,01/01/2000,Student 877,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040878,01/01/2000,Student 878,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040879,01/01/2000,Student 879,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040880,01/01/2000,Student 880,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040881,01/01/2000,Student 881,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040882,01/01/2000,Student 882,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040883,01/01/2000,Student 883,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040884,01/01/2000,Student 884,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040885,01/01/2000,Student 885,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040886,01/01/2000,Student 886,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040887,01/01/2000,Student 887,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040888,01/01/2000,Student 888,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040889,01/01/2000,Student 889,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040890,01/01/2000,Student 890,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040891,01/01/2000,Student 891,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040892,01/01/2000,Student 892,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040893,01/01/2000,Student 893,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040894,01/01/2000,Student 894,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040895,01/01/2000,Student 895,PASS,"{""CS101"":""U"",""CS102"":""U""}"
82221040896,01/01/2000,Student 896,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040897,01/01/2000,Student 897,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040898,01/01/2000,Student 898,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040899,01/01/2000,Student 899,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040900,01/01/2000,Student 900,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040901,01/01/2000,Student 901,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040902,01/01/2000,Student 902,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040903,01/01/2000,Student 903,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040904,01/01/2000,Student 904,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040905,01/01/2000,Student 905,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040906,01/01/2000,Student 906,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040907,01/01/2000,Student 907,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040908,01/01/2000,Student 908,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040909,01/01/2000,Student 909,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040910,01/01/2000,Student 910,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040911,01/01/2000,Student 911,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040912,01/01/2000,Student 912,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040913,01/01/2000,Student 913,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040914,01/01/2000,Student 914,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040915,01/01/2000,Student 915,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040916,01/01/2000,Student 916,PASS,"{""CS101"":""U"",""CS102"":""B""}"
82221040917,01/01/2000,Student 917,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040918,01/01/2000,Student 918,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040919,01/01/2000,Student 919,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040920,01/01/2000,Student 920,FAIL,"{""CS101"":""A"",""CS102"":""B""}"
82221040921,01/01/2000,Student 921,PASS,"{""CS101"":""U"",""CS102"":""U""}"
82221040922,01/01/2000,Student 922,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040923,01/01/2000,Student 923,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040924,01/01/2000,Student 924,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040925,01/01/2000,Student 925,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040926,01/01/2000,Student 926,PASS,"{""CS101"":""A"",""CS102"":""B""}"
82221040927,01/01/2000,Student 927,PASS,"{""CS101"":""A"",""CS102"":""U""}"
82221040928,01/01/2000,Student 928,PASS,"{""CS101"":""A"",""CS102"":""B""}"
